Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Carbohydrate Derivative Biosynthetic Process (GO:1901137),1/29,0.999745755794378,0.999996465739109,0,0,0.1078834594034916,2.7432231826567635e-05,RRM2
GO_Biological_Process_2023,Defense Response To Fungus (GO:0050832),1/29,0.999745755794378,0.999996465739109,0,0,0.1078834594034916,2.7432231826567635e-05,GAPDH
GO_Biological_Process_2023,Regulation Of Signal Transduction By P53 Class Mediator (GO:1901796),3/47,0.9997995221273736,0.999996465739109,0,0,0.2058225762153254,4.12670089174279e-05,RPL5;RPL11;AURKA
GO_Biological_Process_2023,Negative Regulation Of Myeloid Leukocyte Differentiation (GO:0002762),1/30,0.9998083033274436,0.999996465739109,0,0,0.1041563977423408,1.996834886683588e-05,MYC
GO_Biological_Process_2023,"Maturation Of SSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)",1/30,0.9998083033274436,0.999996465739109,0,0,0.1041563977423408,1.996834886683588e-05,RPS14
GO_Biological_Process_2023,Mitotic G2 DNA Damage Checkpoint Signaling (GO:0007095),1/30,0.9998083033274436,0.999996465739109,0,0,0.1041563977423408,1.996834886683588e-05,CDK1
GO_Biological_Process_2023,Positive Regulation Of JUN Kinase Activity (GO:0043507),1/30,0.9998083033274436,0.999996465739109,0,0,0.1041563977423408,1.996834886683588e-05,RPS3
GO_Biological_Process_2023,Water-Soluble Vitamin Metabolic Process (GO:0006767),2/40,0.9998428809271062,0.999996465739109,0,0,0.1589121817834962,2.497009636392836e-05,DHFR;MTHFD2
GO_Biological_Process_2023,Positive Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:1900087),1/31,0.9998552855053908,0.999996465739109,0,0,0.1006778068586,1.4570592251291042e-05,RRM2
GO_Biological_Process_2023,Negative Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032435),1/32,0.9998905733163008,0.999996465739109,0,0,0.0974236411931652,1.0661329297259943e-05,RPL11
GO_Biological_Process_2023,Regulation Of Metaphase/Anaphase Transition Of Cell Cycle (GO:1902099),1/32,0.9998905733163008,0.999996465739109,0,0,0.0974236411931652,1.0661329297259943e-05,UBE2C
GO_Biological_Process_2023,Chromosome Condensation (GO:0030261),1/32,0.9998905733163008,0.999996465739109,0,0,0.0974236411931652,1.0661329297259943e-05,TOP2A
GO_Biological_Process_2023,Ribosome Assembly (GO:0042255),3/50,0.9999027402946968,0.999996465739109,0,0,0.1926463971202674,1.8737643035246385e-05,RPL5;RPS14;RPL11
GO_Biological_Process_2023,Positive Regulation Of Telomerase Activity (GO:0051973),1/33,0.9999170753823486,0.999996465739109,0,0,0.09437286088182,7.826157900350472e-06,MYC
GO_Biological_Process_2023,Regulation Of Sprouting Angiogenesis (GO:1903670),1/33,0.9999170753823486,0.999996465739109,0,0,0.09437286088182,7.826157900350472e-06,PKM
GO_Biological_Process_2023,Regulation Of Activated T Cell Proliferation (GO:0046006),1/33,0.9999170753823486,0.999996465739109,0,0,0.09437286088182,7.826157900350472e-06,RPS3
GO_Biological_Process_2023,Positive Regulation Of Chromosome Organization (GO:2001252),1/33,0.9999170753823486,0.999996465739109,0,0,0.09437286088182,7.826157900350472e-06,CDK1
GO_Biological_Process_2023,Cellular Response To Hydrogen Peroxide (GO:0070301),1/34,0.9999369769353986,0.999996465739109,0,0,0.0915069763469199,5.7672318180091366e-06,RPS3
GO_Biological_Process_2023,Regulation Of T Cell Receptor Signaling Pathway (GO:0050856),1/34,0.9999369769353986,0.999996465739109,0,0,0.0915069763469199,5.7672318180091366e-06,RPS3
GO_Biological_Process_2023,Sister Chromatid Segregation (GO:0000819),1/34,0.9999369769353986,0.999996465739109,0,0,0.0915069763469199,5.7672318180091366e-06,TOP2A
GO_Biological_Process_2023,Liver Development (GO:0001889),1/35,0.9999519199374564,0.999996465739109,0,0,0.0888096732552493,4.270077298197407e-06,AURKA
GO_Biological_Process_2023,Chromosome Organization (GO:0051276),2/45,0.9999557131253052,0.999996465739109,0,0,0.1403871910385973,6.217447614962217e-06,TOP2A;MYC
